argument_id,split,stance,question,value,positive_answer,negative_answer
A14020,training,in favor of,Should we abandon the use of school uniform?,Benevolence: caring,school uniforms are a way of stifling the creativity and individuality of students.,
A30375,training,against,Should we subsidize journalism?,Humility,journalism should be subject to the same market forces as everything else,
A07016,training,in favor of,Should we ban factory farming?,Benevolence: dependability,"factory farming treats animals inhumanely, which is wrong and immoral.",
A27438,training,against,Should we adopt gender-neutral language?,Tradition,this is just taking things too far. people should not be offended by pronouns.,
E01136,test,in favor of,Should we ban animals in circuses?,Hedonism,"The public can still attend numerous successful contemporary circuses that do not use wild animals and continue to enjoy the experience, of varied and exciting human acts.",
A19155,training,against,Should we subsidize Wikipedia?,Benevolence: dependability,"subsidizing wikipedia is unnecessary. it's isn't in need of a subsidy. it's doing just fine on it's donations. there's no staff to pay, it's all volunteer. there's no need to waste funds on this.",
A25247,training,in favor of,Should we adopt a zero-tolerance policy in schools?,Conformity: rules,we should adopt a zero-tolerance policy in schools then all the children will more likely behave,
A09012,training,against,Should we fight for the abolition of nuclear weapons?,Universalism: concern,we need to keep our country safe and protected,
A23340,training,against,Should we abandon the use of school uniform?,Universalism: objectivity,the uniforms break the class barriers between the students and allow a fairer treatment for all.,
A22092,validation,in favor of,Should The vow of celibacy be abandoned?,Universalism: objectivity,"the vow of celibacy represents a time when sex was considered dirty and taboo, instead of merely a part of human nature.",
A27319,training,in favor of,Should we adopt a multi-party system?,Face,multi-party systems are proven around the world to work better,
A31177,test,in favor of,Should we prohibit flag burning?,Conformity: rules,"clearly it must be forbidden, the lack of respect for national symbols should not be tolerated",
A22372,training,in favor of,Should we subsidize space exploration?,Security: personal,"Space exploration is important. We need a solution to the population, environment, energy and natural resources problems we face on Earth.",
A24160,training,in favor of,Should we adopt an austerity regime?,Security: societal,adopting an austerity regime is the best way for the country to reduce its huge debt,
A20090,training,against,Should we abolish zoos?,Universalism: nature,zoos provide an excellent learning opportunity for children.,
A09068,validation,against,Should Holocaust denial be a criminal offence?,Stimulation,people have the right to think what they'd like.,
E03004,validation,against,Should we reduce environment pollution by limiting number of people in Europe?,Benevolence: dependability,"It makes no difference where we place the population of the world. Either in or out of EU, the western way of living is unsustainable.",
A27254,training,in favor of,Should we abolish zoos?,Universalism: nature,we should abolish  because it changes an animals behavior versus if they were free in the wild,
A12195,training,in favor of,Should we ban factory farming?,Universalism: nature,factory farming creates health hazards and leads to an increase in pollution.  overall it is bad for the environment,
D27065,training,against,Experimenting on Animals is fair?,Universalism: nature,Tests can be done on human volunteers with their consent. But animals are forced to take tests with no choice.,
A32265,test,in favor of,Should we prohibit flag burning?,Universalism: tolerance,it often inflames the situations and leads to violence,
A27396,training,in favor of,Should we legalize prostitution?,Stimulation,legalizing prostitution will allow it to be carried out in a safe environment,
A12155,training,in favor of,Should we ban human cloning?,Humility,human cloning is unethical and has repercussions that we do not even know yet.,
A19191,validation,in favor of,Should we abandon television?,Conformity: rules,television makes people lazy and they get fat,
A19493,validation,against,Should Surrogacy be banned?,Security: personal,surrogacy should not be banned because it benefit women or couples that cannot get pregnant themselves,
A12184,training,in favor of,Should we legalize prostitution?,Power: dominance,if prostitution was legal then the people would be able to be better protected and diseases could be controlled more.,
A12298,training,against,Should we ban fast food?,Security: personal,"Some fast food restaurants offer healthy alternatives and provide a quick , nutritious meal on-the-go.",
A27445,training,in favor of,Should we subsidize Wikipedia?,Achievement,wikipedia provides a great service which provides a safe place to find info on all types of topics,
A22108,training,in favor of,Should we limit executive compensation?,Humility,executives shouldn't be the only ones to get compensation and if that's the case then no one should get any to make it more fair to the rest of the employees.,
A23377,training,against,Should we ban fast food?,Conformity: rules,fast food is okay in moderation and doesn't need to get banned,
A31232,test,in favor of,Should we fight urbanization?,Universalism: nature,urbanization would have a very negative effect on the environment because of pollution. having clean air and water are always essential for a healthy society.,
A29308,training,in favor of,Should we subsidize embryonic stem cell research?,Universalism: objectivity,stem cell research is our best hope in finding cures,
A13016,training,against,Should we adopt atheism?,Tradition,We should not adopt atheism as government should not be able to dictate people's religious freedom.,
A18164,training,in favor of,Should we adopt a zero-tolerance policy in schools?,Power: dominance,zero-tolerance must be mandatory in school and is only way to stop negative stuff which happens so often in schools.,
A29270,training,in favor of,Should we ban the Church of Scientology?,Conformity: rules,the church of scientology is no more than a cult and can sometimes endanger the health of children.,
A25345,training,against,Should we prohibit school prayer?,Universalism: tolerance,prayer in school shouldn't be prohibited because it could result in many social benefits,
A28410,training,in favor of,Should we adopt gender-neutral language?,Conformity: interpersonal,"with todays progression it only makes sense, then we wont insult people.",
A19357,validation,against,Homeopathy brings more harm than good?,Security: personal,"homeopathy does not cause harm, even the placebo effect has been shown to work for some patients if they believe that it will cure them",
A27094,training,in favor of,Should we end mandatory retirement?,Achievement,a person's value should not be based on a number.  just because you reach a certain age does not mean you do not want or need to work.  mandatory retirement hurts elderly workers.,
A32169,test,in favor of,Should we prohibit women in combat?,Humility,women are generally weaker than men. having women in combat increases the risk for all involved.,
A25478,validation,in favor of,Should The vow of celibacy be abandoned?,Universalism: nature,"celibacy vows are unnatural, and can cause problems.",
A22337,validation,against,Should Surrogacy be banned?,Power: resources,surrogacy allows people who couldn't have children naturally to have their own children through a surrogate parent.,
A09048,training,in favor of,Should we adopt a multi-party system?,Face,"In multi-party systems, there are many types of ideologies - as opposed to two-party systems, where the nation is not divided into two rival groups.",
A32002,test,against,Should we end affirmative action?,Face,affirmative action helps to create an equality amongst lower class groups,
A23180,validation,against,Should Entrapment be legalized?,Benevolence: dependability,entrapment is wrong since a person is almost coerced into committing a crime. it's cruel and wrong to trick a person into committing a crime.,
A24436,validation,in favor of,Should The vow of celibacy be abandoned?,Self-direction: action,the vow of celibacy is no longer relevant in today's society and should be abandoned,
A09052,validation,against,Should The vow of celibacy be abandoned?,Face,"the vow of celibacy, and those who choose to make that vow, should be respected. it should be a matter of individual choice for the individual.",
A31470,test,in favor of,Should we legalize polygamy?,Universalism: tolerance,"polygamy is a part of some cultures and traditions, we should therefore allow it to become legal in society.",
A29318,training,in favor of,Should we legalize organ trade?,Security: personal,the organ trade should be legalized because it would result in the suppression of the black market for organs and therfore be safer for both donors and recipients,
A12351,training,against,Should we abolish intellectual property rights?,Self-direction: thought,"if we abolish the rights, then companies will stop developing products and ideas as they will know that there is no way they can make back the cost of r&d and so will run at losses",
A29082,training,in favor of,Should we ban missionary work?,Self-direction: thought,missionary work tries to inflict other's beliefs onto people in more vulnerable circumstances.,
A25347,training,against,Should we ban cosmetic surgery?,Self-direction: action,the government should not outlaw safe procedures that can be done to the body.,
E02017,training,in favor of,Should Immigrants integrate through work?,Power: resources,"I work on a programme in Ireland to help migrants, refugees and asylum seekers get employment and integrate.  The qualifications, skills, experience and resilience they bring is amazing and so valuable to employers and the country.  There is far too much focus on negative aspects of migration, much of it based on incorrect stereotypes.  Migration brings lots of positives to countries but we need to be open to them.",
A31415,test,against,Should we prohibit flag burning?,Self-direction: thought,freedom of speech should include flag burning in order to send a strong message on the direction the country is going.,
A18063,training,in favor of,Should we adopt atheism?,Self-direction: action,atheism is the most rational outcome  for our society after too many religions have ruined our lives,
A20414,validation,against,Intelligence tests bring more harm than good?,Universalism: objectivity,I.Q. tests provide genuine insight into an individual's capabilities,
A29427,training,in favor of,Should we ban cosmetic surgery?,Humility,It is not worth the risk of cosmetic surgery just for people to look better.,
A21144,training,against,Should we abolish the Olympic Games?,Security: personal,the olympic games are the one event that can bring all countries together in unity and should never be abolished.,
A05064,training,against,Should we abolish zoos?,Universalism: nature,zoos do a lot of conservation work and have successfully bred animals which were on the verge of extinction.,
A25452,training,in favor of,Should we ban telemarketing?,Benevolence: dependability,we should ban telemarketing since it is a nuisance to the people who they berate with phone calls.  very few of the people called are interested.  wasting peoples time needs to be stopped.,
E01135,test,in favor of,Should we ban animals in circuses?,Universalism: nature,"In circuses, wild animals in circuses are destined to a life of physical abuse and mental torture.",
A32344,test,against,Should we close Guantanamo Bay detention camp?,Universalism: objectivity,the camp would be a good place for tours which could bring money in for the country.,
A18324,training,against,Should we legalize organ trade?,Power: resources,"people would sell organs because to them money is more important than health, putting them at risk.",
A30047,test,against,Should we subsidize stay-at-home dads?,Benevolence: dependability,the state does not choose when parents try for children and it is the individual responsibility of the parents to make sensible choices that they can afford and it's not the state's place to fund their choices,
E03065,validation,in favor of,Should we support agroforestry?,Universalism: nature,"Changes in management practices, and above all the integration of trees in arable and pastoral lands, are key, and could turn agriculture from a net emitter to a net absorber of greenhouse gases.",
A24061,training,against,Should we oppose collectivism?,Universalism: tolerance,sometimes it's easier to get one's voice across if the voice is heard as a group,
E01060,training,in favor of,Should Intensive livestock farming disappear?,Universalism: nature,"The current subsidies with a modular system of incentives should be replaced, as that empowers farmers to choose environmentally, socially, and financially responsible and sustainable solutions that are already available - like natural sequence farming, regenerative agriculture, permaculture, etc. ",
A19308,validation,against,Should Surrogacy be banned?,Hedonism,surrogacy is a way for couples that are otherwise infertile to have children.,
A24019,training,in favor of,Should we abolish the Olympic Games?,Power: resources,"the olympic games are a hugely expensive enterprise to host, and history is littered with countries left financially broken in the aftermath.",
A32434,test,in favor of,Should we prohibit flag burning?,Conformity: rules,flag burning is very disrespectful to the people that fight for the country.,
D02039,training,in favor of,Should NEET exam be banned?,Face,"Students work hard to score well in class 12 exams, but all that hard work is not recognized. And only the NEET score is considered for entry into medical college, which is very unfair. Moreover, the NEET exam is mainly based on the CBSE curriculum. So, state board students have to study additional things to get a good score on the exam.",
D02019,training,in favor of,Should 5G services be available across India?,Power: dominance,"5G in banking will bring much-needed financial inclusion to India’s rural and remote populations, for whom access to a physical bank is not possible.",
A26024,test,in favor of,Should we prohibit women in combat?,Achievement,women shouldn't be in combat because they aren't as strong or fast as men and can be a weak link,
A19437,training,in favor of,Should we subsidize space exploration?,Stimulation,"space exploration advances the frontiers of mankind, and could well discover new resources that will be invaluable due to the depletion of those on earth.",
A24143,validation,against,Social media brings more harm than good?,Stimulation,"social media brings more good than harm because it connects people who have similar interests, but are far away from each other - even in different countries.",
E06079,training,against,The EU needs more effective policies to combat online hate speech?,Self-direction: action,"People's feelings arent all that important. If you have had enough of the Internet, you can always find yourself a hobby. ",
E03046,training,in favor of,Should Serious crimes lead to rapid expulsion from the EU?,Security: societal,"Agreed. Only if we show that criminals don't have a place in the EU, we can convince our citizens that refugees aren't that much of a threat. Making the checking process that each refugee has to go through public would also help to get rid of the feeling that anyone can just come here and we need to close our borders.",
A32291,test,in favor of,Should we end affirmative action?,Universalism: tolerance,it unfairly gives certain people an advantage rather than allowing everyone to have an equal chance.,
E02119,test,in favor of,Should we allocate 3% of GDP for research and innovation by 2035?,Self-direction: thought,"EU is the house of peace but without knowledge and without research, peace is in danger.",
A27103,training,against,Should we ban missionary work?,Hedonism,missionary work should never be banned as this is people doing the lord's work and bringing peace and happiness to the world.,
A32422,test,against,Should we fight urbanization?,Stimulation,urban centers make it easier for people to find jobs and get around in a city where everything they need is close by.,
A22129,training,in favor of,Should we legalize sex selection?,Hedonism,Legalizing sex selection will help parents to have the exact family makeup they have always dreamed of.,
A31041,test,in favor of,Should we legalize polygamy?,Stimulation,polygamy exists and there are no laws that protect those involved so legalizing it guarantees social and economic justice to all women participants,
A07012,training,in favor of,Should we subsidize journalism?,Benevolence: caring,journalism is more important than ever in an era of fake news and social media.,
A31124,test,against,Should we abandon marriage?,Tradition,marriage is the ideal stable relationship to raise children and helps people to live longer more stable lives.,
E07053,training,against,We need a better distribution of refugees?,Conformity: rules,Illegal immigrants have to be returned to UN refugee camps.   ,
A12151,validation,in favor of,Should Homeschooling be banned?,Self-direction: thought,homeschooling does not prepare children for the real world.  the child is not getting the top notch education they need in order to succeed in life.  the children deserve better.,
A31067,test,against,Should we end affirmative action?,Benevolence: caring,"affirmative action is still necessary as, unfortunately, protected classes of people are still not treated equally.",
E04009,test,in favor of,Should we have legal migration channels?,Achievement,We do need migrants for example to harvest our fruits and vegetables or take care of our elder and children. ,
A19338,validation,against,Should Holocaust denial be a criminal offence?,Conformity: rules,Criminalizing holocaust denial gives alt-right organizations a way to play the victim of the state and boost popularity and recruitment.,
A28253,training,against,Should we cancel pride parades?,Self-direction: thought,we should not cancel pride parades because it is a right in this country to express yourself and they are doing nothing wrong.,
A29356,training,against,Should we legalize sex selection?,Universalism: nature,allow the selection of sex could alter the natural order of things,
A25268,validation,in favor of,Social media brings more harm than good?,Benevolence: dependability,social media can be addicting and take people out of the moment and harm relationships with those that they are around in person. it can keep people from developing relationships in person.,
A23432,training,in favor of,Should we ban factory farming?,Security: personal,we should ban factory farming as it poses a huge health risk by passing on diseases and bacteria to people.,
A19421,training,against,Should we abolish safe spaces?,Stimulation,We should not abolish safe spaces because people who have PTSD will disengage from universities and other spaces if they cannot participate safely.,
A20233,training,against,Should we abolish intellectual property rights?,Benevolence: dependability,people working hard to invite something and should be awarded for it.,
A30363,training,against,Should we ban cosmetic surgery?,Universalism: nature,having a mastectomy is devastating to many women and having the chance to look normal again is needed in society,
A28029,training,against,Should we cancel pride parades?,Hedonism,pride parades are a way for people to come together and celebrate being themselves and shouldn't be cancelled.,
E05053,training,in favor of,Should The EU synchronize national elections?,Security: personal,"The only thing Europeans don’t do together is politics. This is because national parties - not EU parties - run the show within and across Europe. After 70 years of integration, the EU lacks a European party system capable of fostering a genuine transnational space of political debate and dialogue where citizens can understand, influence, and participate in decision-making affecting their common interests as Europeans. This must change.",
A24172,training,in favor of,Should we abolish capital punishment?,Universalism: concern,It is unjust to force government employees to kill a person the way capital punishment does.,
A12109,training,in favor of,Should we adopt libertarianism?,Power: dominance,libertarianism removes the big brother tyranny of big government and allows more freedom for the people,
A19359,training,in favor of,Should we adopt gender-neutral language?,Conformity: interpersonal,"the words ""he"" and ""she"" are a way of labeling human beings and not everyone feels like they fit into either of these categories. by doing away with gender specific words you will make everyone feel the same.",
A24176,training,against,Should we ban fast food?,Hedonism,"in moderation, fast food can be a treat or convenient meal for busy people.  we should allow people to enjoy it.",
A30084,training,in favor of,Should we subsidize student loans?,Security: personal,"due to the obligations of the students it is sometimes difficult to get a job, we must help them pay their loans so that they do not leave school",
E07217,training,against,Should Every young European be asked to go live in another country for 1 year at least?,Stimulation,If young Europeans are living abroad they will feel racism on their own in the country they are living in. ,
D01105,training,in favor of,Should IT recruiters consider skills instead of a degree in programming?,Achievement,"The number of IT jobs is increasing at a rapid rate due to the tech revolution. So, there will be more jobs in the IT field. And if the recruiters are very strict about the degree, they may miss a large pool of talent, who are of a non-IT background. ",
A13004,training,against,Should we ban the Church of Scientology?,Self-direction: thought,we should not ban the church of scientology because in this country everyone has the right to freely practice whatever religion they  want.,
A23247,training,in favor of,Should we legalize organ trade?,Benevolence: caring,at this time many people are dying because they do not get an organ transplant. organ trade would incentivize people to be more prepared to have their relatives organs transplanted to save others,
A18271,validation,in favor of,Should we abandon television?,Security: societal,television is just another distraction in a long line of things keeping people down.,
A31367,test,in favor of,Should we ban naturopathy?,Benevolence: caring,We should ban naturopathy because children are being given ineffective treatments without their consent.,
E06029,validation,against,"Should we stop Brussels from imposing ideologies, concrete policies to develop in exchange for financial aid, interference in agricultural production or legislating in judicial matters?",Security: societal,I disagree. National sovereignty is excellent for big and strong nations like China or USA. But if you're from a medium or small-sized country then 'national sovereignty' doesn't really exist. Simply because superpowers can force you to act in their interest. Strength brings sovereignty. EU sovereignty is much stronger than any nation in Europe. We need to focus on finding the right balance between national and European sovereignty.,
E04094,test,in favor of,Should we be realistic wrt. migration?,Security: personal,Refugees want to find a safe place in order to live. People are HUMAN.,
A09033,training,in favor of,Should we oppose collectivism?,Power: resources,"collectivism is a facet of socialism, communism, etc. and eliminates individual worth",
A24059,training,in favor of,Should we adopt a multi-party system?,Self-direction: thought,a key advantage of a multi-party system is that voters have a choice of which political party they can choose to elect.,
E07193,training,in favor of,We need better ways of migration?,Universalism: objectivity,Migration is part of being human and has always happened throughout history.    ,
E03089,validation,in favor of,Should we reduce animal farming?,Universalism: nature,"We should encourage people to consider the question: 'Do you think it is morally right to torture, mutilate, and kill animals needlessly?'",
A30189,training,in favor of,Should we subsidize journalism?,Face,we should subsidize journalism because it's a job market that's needed and financially in trouble because of free online news sources.,
A31278,test,against,Should we fight urbanization?,Benevolence: caring,we have a serious shortage of housing in some us areas.,
A18426,training,against,Should we adopt gender-neutral language?,Face,gender-neutral language doesn't always help people clearly communicate what they mean,
A29395,test,against,Should we ban naturopathy?,Security: personal,naturopathy can provide symptomatic relief without side effects,
A20332,training,in favor of,Should we abolish intellectual property rights?,Universalism: concern,we should abolish this because it hinders smaller businesses into growing from the beginning and outright stops competition.,
A28052,validation,in favor of,Intelligence tests bring more harm than good?,Face,intelligence tests bring more harm than good because it will make people feel dumb if they get a low score,
A31409,test,against,Should we legalize polygamy?,Tradition,polygamy is an immoral act that utilizes religion to justify the unaccepted union in today's society.,
E04087,validation,against,Should we not have any immigration from non-European or non-first-world countries?,Achievement,Halting all immigration to EU from non-European or non-first-world countries will lead to an even more competitive advantage for the USA and other countries as our population is shrinking rapidly. ,
A32092,test,against,Should we ban naturopathy?,Humility,"naturopathy is a gentler, more natural way to treat illnesses, and should be available as an option",
A19366,training,against,Should we ban the use of child actors?,Power: resources,children provide unique storytelling opportunities for movies and should not be banned as long as they are properly raised and cared for.,
A18187,validation,in favor of,Should Holocaust denial be a criminal offence?,Benevolence: caring,"it is a fact that the holocaust happened, and asserting otherwise not only a lie, but dangerous as well.",
A24370,training,in favor of,Should we ban algorithmic trading?,Power: resources,we should ban algorithmic trading because algorithms don't always work and will cause people to lose a lot of money,
A18198,validation,in favor of,Should Holocaust denial be a criminal offence?,Universalism: tolerance,"the holocaust was a serious event that affected many, and denying that it happened is an insult to those who died during it, those who lived through it, and those still living with it.",
A29443,validation,against,Should Homeschooling be banned?,Self-direction: thought,"homeschooling is a better way to help talented kids get an in-depth knowledge of  the subject they are really good at,",
A29073,training,in favor of,Should we ban telemarketing?,Conformity: interpersonal,Telemarketing is a waste of time for all parties involved and  rarely results in a sale for the company doing the telemarketing and provides a disturbance in the lives of those who are called,
A23333,training,in favor of,Should we abolish the Olympic Games?,Benevolence: dependability,the games serve no positive purpose. there are world games and high level competitions in most sports which make the olympics obsolete. they are also a financial albatross to the country that holds them.,
E01071,validation,in favor of,Should we tax heavily or refuse to import products not manufactured in the European Union that do not comply with our climate standards?,Universalism: nature,"Heavy taxation of imported goods will encourage the relaunch of European production, which is more environmentally friendly.",
A30212,validation,in favor of,Should Homeschooling be banned?,Power: dominance,there is little oversight into how the parents teach their children & it should be banned,
E07032,training,in favor of,Should There be no immigration from non-European or non-first-world countries?,Security: societal,European citizens are the future of Europe! ,
A23317,training,in favor of,Should we legalize organ trade?,Benevolence: dependability,if it was legal to trade organs more lives could be saved.,
A21217,validation,against,Should we subsidize vocational education?,Universalism: objectivity,vocational education usually leads to highly paid jobs. therefore the state should not be funding this.,
E07095,training,against,European citizens want quality of life and are not interested in world supremacy?,Universalism: objectivity,I have never heard anyone talking in Europe about world supremacy. So it seems kind of pointless that this is a goal of EU policy.,
D27049,training,in favor of,Technology is rising Unemployment rates?,Security: personal,"If any business depends heavily on human labour, it tends to fail as it cannot cope up with the competition from the technologically advanced competitors.",
A12275,training,in favor of,Should we abolish zoos?,Universalism: nature,zoos trap animals into a meaningless life only to amuse human onlookers,
A32142,test,against,Should we abandon marriage?,Tradition,marriage provides a legal contract that provides boundaries if things do not work out.,
A27131,training,in favor of,Should we adopt an austerity regime?,Security: personal,it is a good way to control overspending and accumulating more debt,
A12095,training,against,Should we abolish the Olympic Games?,Stimulation,the olympic games offer a friendly competition meeting where the best athletes around the world can come together to celebrate the best of human physical achievement.,
A12031,training,in favor of,Should we cancel pride parades?,Tradition,"there are things at pride parades that young children should not see, regardless of one's sexual preferences.",
A25444,training,against,Should we ban the use of child actors?,Benevolence: dependability,"with proper safe-guards in place, including responsible parenting and limited working hours, there is no reason why child actors cannot lead a full life whilst having a career.",
A26065,training,against,Should we oppose collectivism?,Universalism: tolerance,"A collectivist culture cultivates desirable values such as being kind, generous, and attentive to the needs of others.",
A20026,validation,against,Should Homeschooling be banned?,Stimulation,we have already proven that home-schooled kids attend more extra-curricular activities than public-school kids,
A19455,training,in favor of,Should we subsidize Wikipedia?,Benevolence: caring,subsidising wikipedia would give it the funds needed to continue this valuable informative tool without needing to beg for funds.,
A28226,training,against,Should we abandon the use of school uniform?,Conformity: interpersonal,"school uniforms prevent students from wearing disturbing clothing, like neo-nazi propaganda pieces, thus allowing students to concentrate on their studies.",
A22459,training,in favor of,Should we cancel pride parades?,Security: societal,pride parades are offensive to a lot of people,
A18392,training,in favor of,Should we ban missionary work?,Power: dominance,Missionaries try to force their beliefs and values on people.,
A27469,training,against,Should we ban the Church of Scientology?,Tradition,We should not ban the church of scientology since people should be able to join any religion they want to.,
A26055,training,in favor of,Should we ban missionary work?,Benevolence: dependability,missionary work should be banned because it is becoming more dangerous for americans to be in foreign countries.,
A22498,training,in favor of,Should we adopt libertarianism?,Stimulation,it is an interesting concept that even though it hasn't caused much impact yet could possibly be a happy medium between the two existing parties and should be considered.,
A31226,test,in favor of,Should we legalize polygamy?,Universalism: concern,polygamy is an ancient practice and its legalization can bring social justice for all involved,
A32364,test,in favor of,Should we abandon marriage?,Hedonism,"Marriage ceremonies/wedding receptions can be incredibly expensive for both attendees and hosts. The money spent on weddings could be better used elsewhere, such as towards a couple's new home, or for some charitable cause.",
A30335,training,in favor of,Should we adopt atheism?,Universalism: concern,adopting atheism would eliminate the bickering between religious groups,
A09005,training,against,Should we ban the Church of Scientology?,Self-direction: action,"people should be allowed to join any club, cult, religious group they want.  the government should not have a say in what an individual wants to participate in.",
A27078,training,against,Should we subsidize embryonic stem cell research?,Universalism: nature,there are other avenues of stem cell research that do not require the highly contentious and offensive use of embryonic cells,
E06068,validation,in favor of,Should we put the accent on traditional values and on preserving family life?,Tradition,"The family is people's foundation and it rests on it all their lives and work, and this needs to be valued.",
E07234,validation,in favor of,Should we restrict immigration?,Self-direction: action,Foreigners and immigrants must not be provided the same services and advantages as native people.,
A22054,training,in favor of,Should we adopt libertarianism?,Hedonism,"libertarianism is the ideal for society. it increases freedom and responsibilities. society would flourish, people would be happier.",
A25299,training,against,Should we abolish intellectual property rights?,Self-direction: thought,the rights holder would make less money could their creation would be diluted by copycats,
A21404,training,against,Should we ban the use of child actors?,Hedonism,as long as it doesn't interfere with their schooling and they are well looked after i don't see a problem.,
A24232,training,against,Should we stop the development of autonomous cars?,Benevolence: caring,autonomous cars will bring mobility to the disabled.,
A18446,training,in favor of,Should we limit judicial activism?,Security: societal,judicial activism should be limited because a judge should not be making all decisions.,
A15019,training,against,Should we legalize cannabis?,Power: dominance,cannabis use has been linked to mental problems in youth and shouldn't be legalized.,
A20284,training,in favor of,Should we ban targeted killing?,Universalism: concern,"an approval of selective killings can trigger a war between the community, that's why i do not support selective assassinations",
A21050,training,against,Should we ban algorithmic trading?,Benevolence: caring,"algorithmic trading has helped the trading industry due to the high level of accuracy that it provides, there is no human error",
A25352,validation,against,Should The use of public defenders be mandatory?,Self-direction: action,people should have the right to defend themselves if they think they can do the better job of it.,
A28103,training,against,Should we ban cosmetic surgery?,Hedonism,cosmetic surgery increases women's self-esteem and makes them more self-confident,
A31039,test,against,Should we ban naturopathy?,Security: societal,We should not ban naturopathy because it is better to regulate the products than to have them in the black market,
A21104,training,in favor of,Should we ban private military companies?,Universalism: objectivity,private military companies can hold bias and due to past experiences and can result in dangerous sctivities for the wrong reasons.,
A29160,training,in favor of,Should we ban the Church of Scientology?,Tradition,scientology should not be recognized as a form of religion.,
A18211,training,in favor of,Should we ban cosmetic surgery for minors?,Humility,minors are too immature to make this decision,
A23397,training,in favor of,Should we abolish the three-strikes laws?,Benevolence: dependability,"they laws don't stop crime, they just punish people harder.",
A25272,training,against,Should we ban telemarketing?,Self-direction: action,telemarkerting provides much needed  jobs to people without other skill sets,
A20196,validation,against,Should The use of public defenders be mandatory?,Universalism: concern,making the use of public defenders madatory would increase the number of miscarriages of justice since the best and most able defence lawyers would go to areas of the law where they can make the most money,
A07069,training,against,Should we subsidize embryonic stem cell research?,Face,it is against certain religious beliefs and can be seen as immoral,
E07279,training,in favor of,The European Union shall guarantee its territorial integrity against threats from Russia and shall seek to eliminate the influence of Russia in Central and Eastern Europe?,Universalism: tolerance,"The integration of Eastern Europe should be a priority. Most of them are pretty small countries so they would not constitute an economic burden if that is what all is about.  Should we wait for those countries to 'be prepared, politically and economically, or just the other way around, we should integrate them already, so that EU membership boosts their development? They are as much Europeans as we are.  ",
A27428,training,against,Should we subsidize student loans?,Achievement,student loans shouldn't be subsidized because you're limited in the amount that you can borrow,
A18232,training,in favor of,Should we abolish capital punishment?,Universalism: objectivity,"Given that we can almost never guarantee that someone isn't wrongly convicted, we shouldn't have capital punishment because it can't be undone if new evidence comes out.",
A29368,training,against,Should we fight for the abolition of nuclear weapons?,Universalism: nature,"Creating an industry out of nuclear technology also helps create nuclear energy plants, which reduce pollution and increase access to cheap energy.",
A09039,training,against,Should we ban missionary work?,Stimulation,we should not ban missionary work because people have a right to help out others if they chose to do so,
A22112,training,in favor of,Should we adopt gender-neutral language?,Conformity: interpersonal,gender nuetral language fits in with the progressive agenda.,
A32001,test,in favor of,Should we end racial profiling?,Universalism: tolerance,we should definitely end racial profiling because every individual should be judged on their character alone.,
D01004,test,against,Should we subsidize print media?,Power: resources,"Print media cannot target a specific audience, whereas digital media can show different ads to a different type of audience and thereby can generate more revenue.",
A32486,test,in favor of,Should we fight urbanization?,Universalism: nature,"urbanization packs more people into smaller spaces causing more crime, pollution and diseases.",
A18338,training,against,Should we adopt atheism?,Tradition,"people have the right to choose any religion they with, atheism should not be forced upon them.",
A29455,training,against,Should we ban human cloning?,Hedonism,human cloning could allow parents an opportunity to replace a dead child and baby with a new child that is the same. this would help them deal with their original loss.,
A24416,training,in favor of,Should we abandon the use of school uniform?,Face,school uniform limits the ability of young people to develop their identity and express who they are,
A12049,training,against,Should we limit executive compensation?,Power: dominance,"we should not limit executive compensation because it is their company that they started, they have a right to the profits.",
A19442,training,in favor of,Should we subsidize Wikipedia?,Security: personal,the wealth of knowledge in wikipdia available to the public for free is too valuable to risk ever losing so it should be subsidized to ensure it continues.,
A22125,training,in favor of,Should we subsidize embryonic stem cell research?,Achievement,embryonic stem cell research has the potential to open up a whole new field of healthcare and medicine,
A19362,training,in favor of,Should we adopt a zero-tolerance policy in schools?,Face,we need to keep other kids safe in schools by enforcing a zero-tolerance policy in schools.   we can't have drugs or weapons in our schools and give those kids a pass.,
A19035,training,against,Should we abolish the right to keep and bear arms?,Self-direction: action,not having an armed public would entice the government to become more tyrannical.,
E05123,test,in favor of,Should we decriminalize drug use?,Security: societal,"We can't allow our prisons to be filled with curious kids and desperate people. The use of drugs most often happens within safe quantities or as acts of despair caused by stress. We must ensure that victims of drug abuse be helped and integrated back into society, and not treat them as criminals. This can also free up law enforcement resources for more important offenses.",
E07083,training,against,We need a single immigration policy?,Benevolence: caring,"The EU cannot be heaven for the entire World. The reality requires that refugees must be stopped at the border and receive only temporary shelter.  The number is simply too big to give anyone: free housing, free living, free education, free medicare, and a free pension. Anybody arguing else is completely out of touch with reality. ",
A18212,validation,against,Should Assisted suicide be a criminal offence?,Conformity: interpersonal,"to assist the suicide of a loved one is one of the most selfless acts one can do, bringing an end to the suffering of a terminally ill person.",
A25071,training,against,Should we legalize sex selection?,Humility,if we gave people the right to choose the sex we will have very few females in our world.   they most likely would choose a boy.   let god be the creator of the child and we should never intervene.,
A32272,test,against,Should we fight urbanization?,Achievement,urbanization provides better schools for people who might live outside of a city,
A18112,validation,against,Should Entrapment be legalized?,Security: personal,it is an unfair practice which works by falsely misleading someone.,
